shipment_id,ship_date,origin,destination,distance_km,vehicle_type,transport_mode,carrier,vendor_rating,weather,season,is_weekend,is_peak_season,weight_kg,cargo_type,is_fragile,delay_days,risk_score,month
SHP00181,2023-06-16,Mumbai,Chennai,2197,Train,Rail,FedEx,2,Fog,Summer,0,0,365.7,Medical,1,6.69,82,2023-06
SHP00182,2023-12-02,Pune,Kolkata,1430,Bike,Road,Delhivery,5,Rain,Winter,1,1,43.8,Medical,1,5.65,55,2023-12
SHP00183,2024-01-28,Delhi,Chennai,440,Van,Road,FedEx,2,Fog,Winter,1,1,118.1,Furniture,0,5.01,62,2024-01
SHP00184,2023-11-11,Mumbai,Kolkata,2396,Truck,Road,Delhivery,3,Storm,Monsoon,1,1,80.3,Medical,1,8.93,97,2023-11
SHP00185,2024-05-04,Chennai,Mumbai,2108,Bike,Road,FedEx,1,Storm,Spring,1,0,77.0,Medical,1,8.31,100,2024-05
SHP00186,2024-01-06,Ahmedabad,Kolkata,2299,Train,Rail,Delhivery,5,Rain,Winter,1,1,39.5,Industrial,0,6.26,51,2024-01
SHP00187,2024-06-16,Bangalore,Chennai,509,Truck,Road,Ecom Express,5,Rain,Summer,1,0,221.2,Medical,1,4.08,43,2024-06
SHP00188,2024-07-31,Pune,Chennai,422,Ship,Sea,DTDC,4,Clear,Summer,0,0,29.3,Apparel,0,3.57,32,2024-07
SHP00189,2024-03-09,Mumbai,Delhi,1312,Truck,Road,Blue Dart,4,Storm,Spring,1,0,172.6,Electronics,1,6.2,71,2024-03
SHP00190,2024-10-18,Bangalore,Ahmedabad,332,Train,Rail,DTDC,1,Storm,Monsoon,0,1,489.2,Medical,1,6.25,89,2024-10
SHP00191,2024-11-08,Mumbai,Pune,1771,Bike,Road,DTDC,4,Fog,Monsoon,0,1,437.3,Perishable,1,6.32,67,2024-11
SHP00192,2024-04-19,Delhi,Chennai,781,Ship,Sea,Delhivery,4,Rain,Spring,0,0,336.9,Industrial,0,4.16,42,2024-04
SHP00193,2023-10-10,Hyderabad,Mumbai,1787,Ship,Sea,Delhivery,4,Rain,Monsoon,0,1,94.6,Medical,1,6.86,70,2023-10
SHP00194,2023-02-04,Mumbai,Hyderabad,1767,Ship,Sea,Delhivery,1,Rain,Winter,1,1,223.5,Medical,1,7.82,95,2023-02
SHP00195,2023-02-27,Chennai,Ahmedabad,249,Van,Road,DTDC,1,Fog,Winter,0,1,70.5,Furniture,0,5.15,69,2023-02
SHP00196,2024-06-17,Bangalore,Pune,2409,Bike,Road,Delhivery,5,Storm,Summer,0,0,110.9,Furniture,0,7.52,67,2024-06
SHP00197,2024-10-20,Delhi,Chennai,1177,Truck,Road,DTDC,5,Rain,Monsoon,1,1,335.8,Industrial,0,5.26,44,2024-10
SHP00198,2023-08-19,Chennai,Ahmedabad,661,Bike,Road,Ecom Express,4,Rain,Summer,1,0,150.7,Medical,1,4.62,53,2023-08
SHP00199,2023-09-19,Pune,Mumbai,641,Train,Rail,DTDC,1,Fog,Monsoon,0,1,102.1,Medical,1,6.21,85,2023-09
SHP00200,2024-09-11,Pune,Hyderabad,1569,Truck,Road,Blue Dart,5,Rain,Monsoon,0,1,301.7,Electronics,1,5.54,54,2024-09
SHP00201,2023-01-16,Hyderabad,Bangalore,820,Ship,Sea,DTDC,5,Rain,Winter,0,1,106.3,Perishable,1,5.28,52,2023-01
SHP00202,2023-10-17,Hyderabad,Ahmedabad,2011,Van,Road,DTDC,5,Rain,Monsoon,0,1,190.6,Industrial,0,5.84,48,2023-10
SHP00203,2024-04-25,Ahmedabad,Delhi,1521,Bike,Road,Ecom Express,3,Storm,Spring,0,0,380.9,Furniture,0,6.85,74,2024-04
SHP00204,2024-08-21,Kolkata,Hyderabad,1745,Truck,Road,Delhivery,5,Rain,Summer,0,0,289.8,Apparel,0,5.0,42,2024-08
SHP00205,2024-07-17,Chennai,Kolkata,1259,Van,Road,Delhivery,2,Storm,Summer,0,0,327.5,Medical,1,6.54,86,2024-07
SHP00206,2024-07-13,Bangalore,Pune,2051,Train,Rail,FedEx,4,Rain,Summer,1,0,244.4,Industrial,0,5.97,55,2024-07
SHP00207,2024-10-07,Pune,Mumbai,290,Ship,Sea,Blue Dart,1,Clear,Monsoon,0,1,116.1,Medical,1,4.58,66,2024-10
SHP00208,2024-07-18,Delhi,Hyderabad,1917,Bike,Road,DTDC,1,Fog,Summer,0,0,206.0,Electronics,1,7.37,93,2024-07
SHP00209,2023-04-09,Bangalore,Delhi,2218,Bike,Road,Blue Dart,5,Storm,Spring,1,0,262.4,Perishable,1,7.19,72,2023-04
SHP00210,2023-09-07,Ahmedabad,Kolkata,1501,Bike,Road,FedEx,4,Clear,Monsoon,0,1,495.1,Perishable,1,4.8,50,2023-09
SHP00211,2024-05-02,Pune,Kolkata,1278,Truck,Road,DTDC,1,Clear,Spring,0,0,28.5,Electronics,1,5.53,73,2024-05
SHP00212,2024-08-03,Chennai,Mumbai,1827,Bike,Road,Ecom Express,5,Clear,Summer,1,0,238.0,Electronics,1,4.25,39,2024-08
SHP00213,2024-08-24,Delhi,Bangalore,354,Bike,Road,Delhivery,5,Clear,Summer,1,0,72.5,Medical,1,2.39,25,2024-08
SHP00214,2023-05-24,Hyderabad,Chennai,1275,Van,Road,Ecom Express,5,Rain,Spring,0,0,395.4,Medical,1,3.94,42,2023-05
SHP00215,2023-03-19,Chennai,Ahmedabad,371,Ship,Sea,Blue Dart,3,Clear,Spring,1,0,170.6,Industrial,0,3.77,40,2023-03
SHP00216,2024-01-20,Hyderabad,Kolkata,1386,Truck,Road,DTDC,3,Fog,Winter,1,1,216.2,Medical,1,6.68,76,2024-01
SHP00217,2023-06-07,Mumbai,Chennai,2449,Train,Rail,Delhivery,1,Storm,Summer,0,0,190.3,Medical,1,8.92,100,2023-06
SHP00218,2023-10-04,Hyderabad,Ahmedabad,1527,Truck,Road,FedEx,1,Clear,Monsoon,0,1,51.6,Electronics,1,6.26,78,2023-10
SHP00219,2024-07-21,Mumbai,Chennai,817,Train,Rail,Blue Dart,4,Fog,Summer,1,0,47.0,Industrial,0,4.29,44,2024-07
SHP00220,2024-01-25,Bangalore,Pune,100,Bike,Road,Blue Dart,4,Fog,Winter,0,1,85.2,Furniture,0,2.42,30,2024-01
SHP00221,2024-03-07,Pune,Bangalore,1283,Bike,Road,Blue Dart,4,Rain,Spring,0,0,150.2,Electronics,1,3.78,47,2024-03
SHP00222,2023-01-07,Bangalore,Chennai,2080,Ship,Sea,DTDC,5,Rain,Winter,1,1,474.4,Furniture,0,7.61,62,2023-01
SHP00223,2024-09-09,Kolkata,Bangalore,1606,Bike,Road,DTDC,4,Storm,Monsoon,0,1,473.7,Perishable,1,6.71,75,2024-09
SHP00224,2023-10-15,Hyderabad,Chennai,1681,Bike,Road,Ecom Express,3,Fog,Monsoon,1,1,408.3,Apparel,0,6.34,66,2023-10
SHP00225,2024-04-17,Delhi,Pune,1545,Truck,Road,Ecom Express,5,Rain,Spring,0,0,471.5,Perishable,1,4.91,49,2024-04
SHP00226,2023-06-07,Kolkata,Pune,333,Train,Rail,FedEx,4,Rain,Summer,0,0,357.8,Apparel,0,2.86,32,2023-06
SHP00227,2023-02-07,Pune,Kolkata,352,Train,Rail,Ecom Express,5,Fog,Winter,0,1,395.5,Furniture,0,3.63,33,2023-02
SHP00228,2024-10-22,Delhi,Hyderabad,2482,Truck,Road,FedEx,1,Rain,Monsoon,0,1,338.9,Apparel,0,7.06,81,2024-10
SHP00229,2024-06-15,Chennai,Hyderabad,1408,Train,Rail,Blue Dart,1,Clear,Summer,1,0,279.2,Medical,1,4.41,65,2024-06
SHP00230,2023-10-30,Ahmedabad,Delhi,1652,Train,Rail,FedEx,5,Rain,Monsoon,0,1,208.3,Electronics,1,4.96,50,2023-10
SHP00231,2024-05-09,Chennai,Hyderabad,525,Van,Road,FedEx,3,Storm,Spring,0,0,174.5,Electronics,1,4.63,65,2024-05
SHP00232,2023-04-22,Hyderabad,Pune,1356,Truck,Road,Blue Dart,3,Clear,Spring,1,0,338.7,Perishable,1,4.87,56,2023-04
SHP00233,2024-02-19,Ahmedabad,Mumbai,1049,Ship,Sea,FedEx,2,Rain,Winter,0,1,315.1,Perishable,1,5.93,75,2024-02
SHP00234,2023-08-08,Pune,Delhi,169,Ship,Sea,Ecom Express,2,Fog,Summer,0,0,103.3,Medical,1,4.81,68,2023-08
SHP00235,2023-04-27,Chennai,Kolkata,306,Ship,Sea,FedEx,1,Rain,Spring,0,0,131.5,Apparel,0,3.76,57,2023-04
SHP00236,2024-04-13,Hyderabad,Bangalore,2495,Train,Rail,Ecom Express,5,Fog,Spring,1,0,308.9,Medical,1,6.67,64,2024-04
SHP00237,2023-11-09,Mumbai,Bangalore,1268,Ship,Sea,Delhivery,5,Clear,Monsoon,0,1,58.9,Furniture,0,3.93,29,2023-11
SHP00238,2024-07-04,Ahmedabad,Hyderabad,1763,Ship,Sea,DTDC,2,Fog,Summer,0,0,346.9,Medical,1,6.83,83,2024-07
SHP00239,2024-04-06,Bangalore,Chennai,759,Ship,Sea,FedEx,2,Fog,Spring,1,0,309.9,Furniture,0,5.68,67,2024-04
SHP00240,2024-03-30,Pune,Hyderabad,849,Train,Rail,DTDC,5,Fog,Spring,1,0,244.6,Electronics,1,4.53,48,2024-03
SHP00241,2023-10-23,Chennai,Hyderabad,2365,Truck,Road,Blue Dart,2,Storm,Monsoon,0,1,84.5,Apparel,0,7.79,87,2023-10
SHP00242,2024-07-10,Kolkata,Ahmedabad,2078,Ship,Sea,Ecom Express,5,Clear,Summer,0,0,411.7,Furniture,0,4.79,35,2024-07
SHP00243,2023-02-03,Chennai,Bangalore,2270,Truck,Road,DTDC,4,Rain,Winter,0,1,225.1,Furniture,0,7.1,64,2023-02
SHP00244,2023-05-23,Bangalore,Hyderabad,530,Van,Road,Ecom Express,2,Storm,Spring,0,0,392.5,Perishable,1,5.83,80,2023-05
SHP00245,2023-10-27,Hyderabad,Pune,293,Ship,Sea,Ecom Express,3,Storm,Monsoon,0,1,145.0,Furniture,0,6.29,70,2023-10
SHP00246,2023-05-30,Bangalore,Mumbai,440,Van,Road,FedEx,4,Clear,Spring,0,0,355.8,Perishable,1,2.15,30,2023-05
SHP00247,2024-10-10,Ahmedabad,Delhi,1658,Train,Rail,DTDC,2,Storm,Monsoon,0,1,397.4,Electronics,1,7.52,93,2024-10
SHP00248,2024-04-14,Mumbai,Pune,1561,Train,Rail,Ecom Express,4,Storm,Spring,1,0,317.6,Medical,1,7.06,77,2024-04
SHP00249,2023-10-02,Chennai,Kolkata,1517,Truck,Road,Delhivery,5,Fog,Monsoon,0,1,161.8,Furniture,0,5.54,48,2023-10
SHP00250,2023-05-08,Ahmedabad,Delhi,2368,Train,Rail,Blue Dart,3,Clear,Spring,0,0,464.8,Perishable,1,5.93,64,2023-05
SHP00251,2023-10-08,Kolkata,Mumbai,1857,Train,Rail,Delhivery,1,Fog,Monsoon,1,1,47.1,Furniture,0,7.26,84,2023-10
SHP00252,2023-04-08,Mumbai,Pune,727,Truck,Road,Delhivery,4,Storm,Spring,1,0,1.0,Apparel,0,6.02,62,2023-04
SHP00253,2023-12-18,Delhi,Mumbai,369,Van,Road,Ecom Express,5,Rain,Winter,0,1,408.6,Apparel,0,3.52,31,2023-12
SHP00254,2023-05-21,Hyderabad,Bangalore,987,Train,Rail,Blue Dart,1,Clear,Spring,1,0,191.7,Perishable,1,3.77,60,2023-05
SHP00255,2023-08-07,Ahmedabad,Bangalore,635,Truck,Road,Ecom Express,5,Clear,Summer,0,0,314.2,Perishable,1,3.4,33,2023-08
SHP00256,2024-03-15,Pune,Bangalore,1862,Van,Road,Delhivery,1,Clear,Spring,0,0,157.6,Perishable,1,5.49,73,2024-03
SHP00257,2024-11-05,Delhi,Ahmedabad,1064,Bike,Road,Ecom Express,1,Rain,Monsoon,0,1,438.0,Perishable,1,5.34,77,2024-11
SHP00258,2024-05-26,Mumbai,Bangalore,1654,Bike,Road,DTDC,1,Rain,Spring,1,0,319.2,Electronics,1,6.76,87,2024-05
SHP00259,2024-07-13,Pune,Bangalore,2213,Truck,Road,Delhivery,3,Storm,Summer,1,0,341.6,Apparel,0,8.77,88,2024-07
SHP00260,2024-02-12,Delhi,Mumbai,118,Ship,Sea,FedEx,1,Clear,Winter,0,1,253.6,Medical,1,3.78,60,2024-02
SHP00261,2023-11-14,Kolkata,Delhi,2102,Train,Rail,Blue Dart,4,Fog,Monsoon,0,1,40.0,Perishable,1,6.69,70,2023-11
SHP00262,2023-09-08,Chennai,Delhi,1388,Train,Rail,FedEx,5,Clear,Monsoon,0,1,43.6,Apparel,0,3.6,27,2023-09
SHP00263,2023-05-21,Mumbai,Delhi,525,Train,Rail,FedEx,5,Clear,Spring,1,0,350.9,Perishable,1,1.79,21,2023-05
SHP00264,2023-01-31,Mumbai,Ahmedabad,2168,Bike,Road,Delhivery,2,Storm,Winter,0,1,167.8,Apparel,0,7.85,87,2023-01
SHP00265,2024-06-07,Ahmedabad,Chennai,1164,Ship,Sea,Ecom Express,1,Storm,Summer,0,0,180.4,Apparel,0,7.52,91,2024-06
SHP00266,2023-01-13,Delhi,Ahmedabad,694,Bike,Road,Delhivery,1,Clear,Winter,0,1,122.7,Apparel,0,3.9,53,2023-01
SHP00267,2023-09-12,Chennai,Bangalore,1540,Train,Rail,Blue Dart,2,Rain,Monsoon,0,1,208.4,Medical,1,5.98,75,2023-09
SHP00268,2023-03-12,Delhi,Kolkata,2391,Bike,Road,Delhivery,1,Clear,Spring,1,0,438.6,Furniture,0,6.8,75,2023-03
SHP00269,2024-07-31,Chennai,Bangalore,1322,Bike,Road,Blue Dart,1,Fog,Summer,0,0,392.4,Medical,1,5.36,78,2024-07
SHP00270,2023-08-27,Pune,Delhi,2473,Train,Rail,Delhivery,2,Rain,Summer,1,0,271.0,Medical,1,7.07,84,2023-08
SHP00271,2023-09-01,Chennai,Hyderabad,89,Bike,Road,FedEx,1,Fog,Monsoon,0,1,210.2,Electronics,1,4.75,74,2023-09
SHP00272,2023-03-28,Hyderabad,Chennai,1196,Truck,Road,Ecom Express,1,Rain,Spring,0,0,290.6,Industrial,0,6.02,74,2023-03
SHP00273,2023-09-25,Chennai,Bangalore,596,Train,Rail,DTDC,1,Clear,Monsoon,0,1,425.5,Apparel,0,3.96,53,2023-09
SHP00274,2024-08-21,Bangalore,Ahmedabad,1352,Train,Rail,Blue Dart,3,Rain,Summer,0,0,54.9,Electronics,1,4.32,57,2024-08
SHP00275,2023-08-01,Hyderabad,Ahmedabad,723,Train,Rail,DTDC,4,Storm,Summer,0,0,226.2,Apparel,0,5.06,54,2023-08
SHP00276,2023-09-12,Bangalore,Delhi,695,Bike,Road,Delhivery,5,Clear,Monsoon,0,1,484.2,Apparel,0,2.68,20,2023-09
SHP00277,2024-04-08,Pune,Ahmedabad,2153,Truck,Road,Delhivery,3,Storm,Spring,0,0,278.2,Industrial,0,7.68,80,2024-04
SHP00278,2024-02-15,Chennai,Ahmedabad,622,Truck,Road,Delhivery,1,Clear,Winter,0,1,186.4,Medical,1,5.14,70,2024-02
SHP00279,2024-10-23,Mumbai,Bangalore,394,Ship,Sea,Blue Dart,5,Storm,Monsoon,0,1,222.0,Perishable,1,6.01,64,2024-10
SHP00280,2024-02-09,Pune,Ahmedabad,1408,Truck,Road,Blue Dart,1,Fog,Winter,0,1,248.3,Apparel,0,7.05,83,2024-02
SHP00281,2023-06-02,Kolkata,Chennai,1797,Van,Road,Delhivery,3,Rain,Summer,0,0,17.8,Industrial,0,5.03,54,2023-06
SHP00282,2023-05-21,Kolkata,Chennai,2093,Train,Rail,Blue Dart,5,Fog,Spring,1,0,209.9,Medical,1,5.5,55,2023-05
SHP00283,2024-05-11,Ahmedabad,Kolkata,2203,Van,Road,DTDC,5,Clear,Spring,1,0,172.3,Industrial,0,4.34,32,2024-05
SHP00284,2024-04-28,Delhi,Ahmedabad,786,Truck,Road,Blue Dart,3,Rain,Spring,1,0,265.0,Industrial,0,4.31,49,2024-04
SHP00285,2023-08-13,Delhi,Ahmedabad,1003,Van,Road,Delhivery,1,Rain,Summer,1,0,288.1,Apparel,0,4.75,64,2023-08
SHP00286,2024-07-31,Hyderabad,Kolkata,761,Van,Road,FedEx,2,Storm,Summer,0,0,71.5,Perishable,1,6.34,84,2024-07
SHP00287,2023-08-27,Mumbai,Delhi,2066,Ship,Sea,DTDC,3,Rain,Summer,1,0,301.0,Electronics,1,7.34,80,2023-08
SHP00288,2024-08-23,Delhi,Bangalore,875,Van,Road,FedEx,3,Rain,Summer,0,0,352.5,Perishable,1,4.35,57,2024-08
SHP00289,2023-11-06,Mumbai,Chennai,504,Ship,Sea,FedEx,3,Clear,Monsoon,0,1,161.6,Perishable,1,4.02,50,2023-11
SHP00290,2023-10-29,Pune,Bangalore,2045,Bike,Road,Delhivery,2,Storm,Monsoon,1,1,64.1,Medical,1,7.86,95,2023-10
SHP00291,2024-08-02,Chennai,Pune,57,Ship,Sea,Delhivery,4,Clear,Summer,0,0,52.5,Apparel,0,2.64,25,2024-08
SHP00292,2023-09-29,Ahmedabad,Delhi,1024,Bike,Road,Blue Dart,3,Rain,Monsoon,0,1,105.2,Medical,1,5.26,64,2023-09
SHP00293,2024-03-05,Pune,Chennai,327,Bike,Road,Blue Dart,3,Clear,Spring,0,0,484.6,Apparel,0,1.78,25,2024-03
SHP00294,2023-03-17,Bangalore,Kolkata,2286,Train,Rail,Ecom Express,1,Fog,Spring,0,0,399.7,Electronics,1,7.59,95,2023-03
SHP00295,2024-01-20,Hyderabad,Mumbai,1257,Truck,Road,Blue Dart,3,Storm,Winter,1,1,80.9,Electronics,1,6.38,78,2024-01
SHP00296,2024-03-20,Bangalore,Hyderabad,431,Bike,Road,Blue Dart,5,Fog,Spring,0,0,79.0,Electronics,1,3.12,37,2024-03
SHP00297,2023-09-01,Kolkata,Bangalore,1406,Van,Road,Ecom Express,2,Fog,Monsoon,0,1,48.4,Apparel,0,5.46,65,2023-09
SHP00298,2024-11-08,Kolkata,Ahmedabad,679,Truck,Road,DTDC,3,Clear,Monsoon,0,1,312.7,Apparel,0,3.74,40,2024-11
SHP00299,2023-04-29,Mumbai,Kolkata,867,Truck,Road,Delhivery,1,Rain,Spring,1,0,154.5,Apparel,0,4.49,62,2023-04
SHP00300,2023-07-11,Pune,Bangalore,1135,Truck,Road,Delhivery,5,Fog,Summer,0,0,223.2,Furniture,0,4.57,40,2023-07
SHP00301,2024-11-14,Bangalore,Ahmedabad,1851,Train,Rail,FedEx,3,Rain,Monsoon,0,1,48.8,Medical,1,5.87,69,2024-11
SHP00302,2023-08-30,Ahmedabad,Kolkata,2465,Van,Road,DTDC,5,Clear,Summer,0,0,238.4,Electronics,1,5.99,52,2023-08
SHP00303,2023-08-05,Bangalore,Mumbai,1667,Truck,Road,Blue Dart,5,Rain,Summer,1,0,404.3,Perishable,1,5.69,55,2023-08
SHP00304,2024-07-23,Mumbai,Kolkata,1833,Van,Road,FedEx,2,Storm,Summer,0,0,199.0,Furniture,0,7.01,81,2024-07
SHP00305,2023-06-03,Mumbai,Kolkata,1181,Ship,Sea,Ecom Express,4,Clear,Summer,1,0,74.5,Industrial,0,3.59,32,2023-06
SHP00306,2024-01-28,Pune,Bangalore,460,Truck,Road,FedEx,5,Clear,Winter,1,1,327.6,Industrial,0,2.03,15,2024-01
SHP00307,2024-02-10,Pune,Delhi,1987,Truck,Road,DTDC,2,Storm,Winter,1,1,444.8,Furniture,0,8.55,93,2024-02
SHP00308,2024-05-18,Kolkata,Bangalore,1996,Bike,Road,FedEx,3,Clear,Spring,1,0,429.2,Medical,1,4.62,54,2024-05
SHP00309,2024-03-02,Kolkata,Pune,452,Van,Road,DTDC,2,Storm,Spring,1,0,302.7,Electronics,1,5.89,81,2024-03
SHP00310,2024-06-02,Mumbai,Chennai,1717,Train,Rail,Blue Dart,5,Storm,Summer,1,0,202.0,Industrial,0,6.12,56,2024-06
SHP00311,2024-04-12,Chennai,Delhi,2379,Truck,Road,Delhivery,2,Rain,Spring,0,0,25.8,Furniture,0,7.06,75,2024-04
SHP00312,2024-08-31,Hyderabad,Chennai,1951,Ship,Sea,Blue Dart,4,Clear,Summer,1,0,223.3,Apparel,0,4.74,41,2024-08
SHP00313,2023-01-29,Mumbai,Chennai,2453,Ship,Sea,Delhivery,3,Storm,Winter,1,1,193.6,Perishable,1,9.62,100,2023-01
SHP00314,2024-11-29,Delhi,Ahmedabad,927,Van,Road,FedEx,2,Rain,Monsoon,0,1,4.9,Perishable,1,4.87,67,2024-11
SHP00315,2024-01-21,Kolkata,Chennai,759,Ship,Sea,FedEx,1,Rain,Winter,1,1,425.9,Apparel,0,5.67,71,2024-01
SHP00316,2024-12-01,Kolkata,Bangalore,2182,Ship,Sea,Blue Dart,4,Clear,Winter,1,1,54.5,Electronics,1,6.51,62,2024-12
SHP00317,2024-06-13,Chennai,Mumbai,1427,Bike,Road,FedEx,3,Storm,Summer,0,0,382.9,Electronics,1,6.17,77,2024-06
SHP00318,2024-02-19,Kolkata,Chennai,1705,Bike,Road,DTDC,2,Clear,Winter,0,1,194.4,Electronics,1,4.8,62,2024-02
SHP00319,2023-11-04,Hyderabad,Kolkata,2438,Ship,Sea,Delhivery,2,Storm,Monsoon,1,1,422.8,Medical,1,10.06,100,2023-11
SHP00320,2023-04-02,Hyderabad,Pune,449,Train,Rail,Ecom Express,2,Storm,Spring,1,0,111.5,Perishable,1,5.52,78,2023-04
SHP00321,2023-05-01,Ahmedabad,Pune,1307,Train,Rail,FedEx,3,Storm,Spring,0,0,235.5,Medical,1,5.03,68,2023-05
SHP00322,2023-06-04,Pune,Delhi,341,Train,Rail,DTDC,2,Clear,Summer,1,0,69.1,Perishable,1,2.85,47,2023-06
SHP00323,2023-03-24,Bangalore,Ahmedabad,1453,Train,Rail,Delhivery,5,Fog,Spring,0,0,244.0,Medical,1,5.11,52,2023-03
SHP00324,2023-04-01,Bangalore,Kolkata,287,Truck,Road,Delhivery,4,Storm,Spring,1,0,65.1,Apparel,0,4.74,52,2023-04
SHP00325,2023-07-24,Delhi,Hyderabad,1808,Train,Rail,DTDC,4,Fog,Summer,0,0,365.5,Electronics,1,6.56,69,2023-07
SHP00326,2023-05-13,Hyderabad,Bangalore,2225,Van,Road,Delhivery,1,Clear,Spring,1,0,51.8,Industrial,0,5.67,66,2023-05
SHP00327,2024-06-16,Kolkata,Chennai,2461,Bike,Road,Blue Dart,2,Clear,Summer,1,0,298.4,Furniture,0,5.0,55,2024-06
SHP00328,2023-08-22,Pune,Delhi,598,Bike,Road,Delhivery,4,Storm,Summer,0,0,112.5,Perishable,1,5.06,62,2023-08
SHP00329,2024-10-17,Delhi,Kolkata,915,Truck,Road,Blue Dart,5,Rain,Monsoon,0,1,128.3,Industrial,0,3.71,32,2024-10
SHP00330,2023-05-07,Ahmedabad,Chennai,246,Truck,Road,Blue Dart,1,Clear,Spring,1,0,273.9,Apparel,0,3.23,48,2023-05
SHP00331,2024-09-12,Kolkata,Hyderabad,677,Van,Road,DTDC,1,Storm,Monsoon,0,1,350.5,Apparel,0,6.76,85,2024-09
SHP00332,2023-09-27,Chennai,Ahmedabad,532,Bike,Road,DTDC,1,Clear,Monsoon,0,1,415.8,Perishable,1,4.11,62,2023-09
SHP00333,2024-05-07,Chennai,Pune,1516,Train,Rail,Blue Dart,3,Rain,Spring,0,0,165.6,Electronics,1,5.59,66,2024-05
SHP00334,2024-10-21,Mumbai,Chennai,502,Ship,Sea,Blue Dart,4,Rain,Monsoon,0,1,116.0,Furniture,0,4.38,43,2024-10
SHP00335,2024-11-24,Kolkata,Bangalore,1131,Train,Rail,Delhivery,1,Clear,Monsoon,1,1,156.7,Medical,1,5.9,76,2024-11
SHP00336,2023-10-02,Ahmedabad,Kolkata,237,Truck,Road,FedEx,2,Rain,Monsoon,0,1,439.3,Electronics,1,4.9,67,2023-10
SHP00337,2024-01-30,Ahmedabad,Bangalore,1576,Bike,Road,DTDC,2,Clear,Winter,0,1,345.1,Apparel,0,5.53,59,2024-01
SHP00338,2024-05-09,Pune,Kolkata,733,Truck,Road,Delhivery,2,Clear,Spring,0,0,401.2,Medical,1,3.55,52,2024-05
SHP00339,2024-05-14,Bangalore,Kolkata,1844,Van,Road,FedEx,5,Fog,Spring,0,0,56.9,Apparel,0,4.9,43,2024-05
SHP00340,2023-09-12,Pune,Hyderabad,1337,Truck,Road,FedEx,5,Rain,Monsoon,0,1,241.2,Medical,1,5.16,51,2023-09
SHP00341,2024-05-22,Ahmedabad,Pune,1626,Van,Road,Blue Dart,5,Clear,Spring,0,0,434.8,Electronics,1,3.74,36,2024-05
SHP00342,2023-08-29,Pune,Ahmedabad,1405,Bike,Road,Ecom Express,1,Rain,Summer,0,0,39.9,Apparel,0,5.51,70,2023-08
SHP00343,2024-10-31,Mumbai,Kolkata,2397,Train,Rail,DTDC,1,Fog,Monsoon,0,1,9.4,Apparel,0,7.48,86,2024-10
SHP00344,2024-01-08,Ahmedabad,Bangalore,50,Truck,Road,Ecom Express,5,Storm,Winter,0,1,412.7,Perishable,1,5.05,56,2024-01
SHP00345,2024-11-05,Mumbai,Delhi,1911,Bike,Road,FedEx,5,Fog,Monsoon,0,1,111.3,Furniture,0,5.23,45,2024-11
SHP00346,2023-05-24,Bangalore,Kolkata,1245,Ship,Sea,Blue Dart,5,Storm,Spring,0,0,411.0,Medical,1,6.53,67,2023-05
SHP00347,2024-04-13,Pune,Mumbai,1726,Truck,Road,Delhivery,3,Rain,Spring,1,0,412.4,Perishable,1,6.33,72,2024-04
SHP00348,2023-01-05,Bangalore,Kolkata,1747,Truck,Road,DTDC,5,Clear,Winter,0,1,265.4,Electronics,1,5.16,46,2023-01
SHP00349,2023-05-12,Bangalore,Pune,2316,Train,Rail,Ecom Express,5,Fog,Spring,0,0,52.2,Medical,1,5.55,56,2023-05
SHP00350,2024-04-08,Hyderabad,Bangalore,2114,Train,Rail,FedEx,4,Rain,Spring,0,0,402.5,Perishable,1,5.33,58,2024-04
SHP00351,2023-08-03,Chennai,Mumbai,1740,Ship,Sea,Ecom Express,5,Storm,Summer,0,0,312.3,Furniture,0,6.23,57,2023-08
SHP00352,2024-08-07,Ahmedabad,Kolkata,593,Van,Road,Blue Dart,5,Storm,Summer,0,0,471.4,Medical,1,3.51,45,2024-08
SHP00353,2023-05-29,Delhi,Kolkata,1759,Ship,Sea,Blue Dart,3,Fog,Spring,0,0,27.0,Electronics,1,6.82,77,2023-05
SHP00354,2024-07-08,Chennai,Ahmedabad,709,Bike,Road,Blue Dart,3,Rain,Summer,0,0,16.6,Apparel,0,4.14,48,2024-07
SHP00355,2023-10-22,Chennai,Hyderabad,469,Ship,Sea,Ecom Express,5,Rain,Monsoon,1,1,346.6,Electronics,1,5.27,52,2023-10
SHP00356,2023-08-19,Ahmedabad,Pune,1330,Ship,Sea,FedEx,1,Clear,Summer,1,0,455.8,Medical,1,5.23,71,2023-08
SHP00357,2024-11-30,Ahmedabad,Mumbai,1556,Ship,Sea,Delhivery,5,Rain,Monsoon,1,1,37.7,Perishable,1,5.99,57,2024-11
SHP00358,2023-12-05,Kolkata,Delhi,216,Train,Rail,Delhivery,3,Storm,Winter,0,1,233.4,Perishable,1,5.02,68,2023-12
SHP00359,2024-08-09,Ahmedabad,Pune,213,Van,Road,Ecom Express,3,Clear,Summer,0,0,275.3,Electronics,1,2.67,40,2024-08
SHP00360,2024-07-03,Pune,Kolkata,950,Van,Road,Ecom Express,5,Clear,Summer,0,0,202.0,Furniture,0,2.43,18,2024-07
SHP00361,2024-09-25,Chennai,Ahmedabad,956,Van,Road,FedEx,3,Storm,Monsoon,0,1,265.5,Industrial,0,6.16,69,2024-09
